"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
641892,NA,NA,"Candidatus Sulcia muelleri DMIN","genes",226,"Kegg","igc","usually","high",NA,"strain","Candidatus Sulcia muelleri",336810,"species"
444179,NA,NA,"Candidatus Sulcia muelleri GWSS","genes",227,"Kegg","igc","usually","high",NA,"strain","Candidatus Sulcia muelleri",336810,"species"
1133592,NA,NA,"Candidatus Uzinura diaspidicola","genes",227,"Kegg","igc","usually","high",NA,"strain","Candidatus Uzinura diaspidicola",670956,"species"
336810,NA,NA,"Candidatus Sulcia muelleri BGSS","genes",227,"Kegg","igc","usually","high",NA,"species","Candidatus Sulcia",336809,"genus"
1835721,NA,NA,"Secondary endosymbiont of Trabutina mannipara","genes",237,"Kegg","igc","usually","high",NA,"species","Enterobacteriaceae",543,"family"
595499,NA,NA,"Candidatus Sulcia muelleri SMDSEM","genes",242,"Kegg","igc","usually","high",NA,"strain","Candidatus Sulcia muelleri",336810,"species"
1415657,NA,NA,"Walczuchella monophlebidarum","genes",243,"Kegg","igc","usually","high",NA,"species","Candidatus Walczuchella",1940138,"genus"
706194,NA,NA,"Candidatus Sulcia muelleri CARI","genes",246,"Kegg","igc","usually","high",NA,"strain","Candidatus Sulcia muelleri",336810,"species"
1239881,NA,NA,"Candidatus Portiera aleyrodidarum BT-QVLC","genes",247,"Kegg","igc","usually","high",NA,"strain","Candidatus Portiera aleyrodidarum",91844,"species"
336810,NA,NA,"Candidatus Sulcia muelleri TETUND","genes",247,"Kegg","igc","usually","high",NA,"species","Candidatus Sulcia",336809,"genus"
1189303,NA,NA,"Candidatus Sulcia muelleri PSPU","genes",251,"Kegg","igc","usually","high",NA,"strain","Candidatus Sulcia muelleri",336810,"species"
1163752,NA,NA,"Candidatus Portiera aleyrodidarum MED","genes",255,"Kegg","igc","usually","high",NA,"isolate","Candidatus Portiera aleyrodidarum",91844,"species"
1206109,NA,NA,"Candidatus Portiera aleyrodidarum BT-B","genes",256,"Kegg","igc","usually","high",NA,"isolate","Candidatus Portiera aleyrodidarum",91844,"species"
91844,NA,NA,"Candidatus Portiera aleyrodidarum TV-BCN","genes",268,"Kegg","igc","usually","high",NA,"species","Candidatus Portiera",235572,"genus"
1297582,NA,NA,"Candidatus Portiera aleyrodidarum TV","genes",269,"Kegg","igc","usually","high",NA,"strain","Candidatus Portiera aleyrodidarum",91844,"species"
1206109,NA,NA,"Candidatus Portiera aleyrodidarum BT-B-HRs","genes",273,"Kegg","igc","usually","high",NA,"isolate","Candidatus Portiera aleyrodidarum",91844,"species"
1778264,NA,NA,"Candidatus Mikella endobia","genes",273,"Kegg","igc","usually","high",NA,"species","Candidatus Mikella",1906660,"genus"
91844,NA,NA,"Candidatus Portiera aleyrodidarum AD-CAI","genes",278,"Kegg","igc","usually","high",NA,"species","Candidatus Portiera",235572,"genus"
91844,NA,NA,"Candidatus Portiera aleyrodidarum AF-CAI","genes",278,"Kegg","igc","usually","high",NA,"species","Candidatus Portiera",235572,"genus"
1239881,NA,NA,"Candidatus Portiera aleyrodidarum BT-QVLC","genes",280,"Kegg","igc","usually","high",NA,"strain","Candidatus Portiera aleyrodidarum",91844,"species"
1495769,NA,NA,"Candidatus Evansia muelleri","genes",330,"Kegg","igc","usually","high",NA,"species","Candidatus Evansia",1495768,"genus"
261317,NA,NA,"Buchnera aphidicola (Cinara tujafilina)","genes",359,"Kegg","igc","usually","high",NA,"forma specialis","Buchnera aphidicola",9,"species"
372461,NA,NA,"Buchnera aphidicola BCc","genes",362,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
669502,NA,NA,"Candidatus Profftella armatura","genes",372,"Kegg","igc","usually","high",NA,"species","Candidatus Profftella",1381133,"genus"
903503,NA,NA,"Candidatus Moranella endobia PCIT","genes",406,"Kegg","igc","usually","high",NA,"strain","Candidatus Moranella endobia",1048758,"species"
1234603,NA,NA,"Candidatus Moranella endobia PCVAL","genes",411,"Kegg","igc","usually","high",NA,"strain","Candidatus Moranella endobia",1048758,"species"
1719125,NA,NA,"Candidatus Riesia sp. GBBU","genes",449,"Kegg","igc","usually","high",NA,"species","Candidatus Riesia",401618,"genus"
1070130,NA,NA,"Candidatus Gullanella endobia","genes",461,"Kegg","igc","usually","high",NA,"species","Candidatus Gullanella",1906661,"genus"
243273,NA,NA,"Mycoplasma genitalium G37","genes",476,"Kegg","igc","usually","high",NA,"strain","Mycoplasma genitalium",2097,"species"
713600,NA,NA,"Buchnera aphidicola JF98 (Acyrthosiphon pisum)","genes",477,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
37692,NA,NA,"Candidatus Phytoplasma mali","genes",482,"Kegg","igc","usually","high",NA,"species","Candidatus Phytoplasma",33926,"genus"
662946,NA,NA,"Mycoplasma genitalium M6282","genes",484,"Kegg","igc","usually","high",NA,"strain","Mycoplasma genitalium",2097,"species"
29554,NA,NA,"Mycoplasma canadense","genes",484,"Kegg","igc","usually","high",NA,"species","Metamycoplasma",2895509,"genus"
202462,NA,NA,"Maize bushy stunt phytoplasma","genes",485,"Kegg","igc","usually","high",NA,"species","Candidatus Phytoplasma",33926,"genus"
663918,NA,NA,"Mycoplasma genitalium M2321","genes",499,"Kegg","igc","usually","high",NA,"strain","Mycoplasma genitalium",2097,"species"
662947,NA,NA,"Mycoplasma genitalium M2288","genes",506,"Kegg","igc","usually","high",NA,"strain","Mycoplasma genitalium",2097,"species"
224915,NA,NA,"Buchnera aphidicola Bp (Baizongia pistaciae)","genes",507,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
662945,NA,NA,"Mycoplasma genitalium M6320","genes",509,"Kegg","igc","usually","high",NA,"strain","Mycoplasma genitalium",2097,"species"
1778263,NA,NA,"Candidatus Hoaglandella endobia","genes",517,"Kegg","igc","usually","high",NA,"species","Candidatus Hoaglandella",1906659,"genus"
2094,NA,NA,"Mycoplasma arginini","genes",518,"Kegg","igc","usually","high",NA,"species","Mycoplasmopsis",2767358,"genus"
69896,NA,NA,"Candidatus Phytoplasma solani","genes",520,"Kegg","igc","usually","high",NA,"species","Candidatus Phytoplasma",33926,"genus"
228908,NA,NA,"Nanoarchaeum equitans","genes",536,"Kegg","igc","usually","high",NA,"strain","Nanoarchaeum equitans",160232,"species"
347256,NA,NA,"Mycoplasma hominis ATCC 23114","genes",536,"Kegg","igc","usually","high",NA,"strain","Metamycoplasma hominis",2098,"species"
325775,NA,NA,"Coxiella endosymbiont of Amblyomma americanum","genes",537,"Kegg","igc","usually","high",NA,"species","Coxiella",776,"genus"
1005057,NA,NA,"Buchnera aphidicola Ua (Uroleucon ambrosiae)","genes",538,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1074889,NA,NA,"Blattabacterium sp. (Mastotermes darwiniensis)","genes",544,"Kegg","igc","usually","high",NA,"strain","Blattabacterium sp. (Mastotermes darwiniensis)",39768,"species"
198804,NA,NA,"Buchnera aphidicola Sg (Schizaphis graminum)","genes",545,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1116213,NA,NA,"Candidatus Mycoplasma haemominutum","genes",547,"Kegg","igc","usually","high",NA,"isolate","Candidatus Mycoplasma haemominutum",209446,"species"
1075399,NA,NA,"Blattabacterium Cpu (Cryptocercus punctulatus)","genes",548,"Kegg","igc","usually","high",NA,"species","Blattabacterium",34098,"genus"
186490,NA,NA,"Candidatus Baumannia cicadellinicola B-GSS","genes",550,"Kegg","igc","usually","high",NA,"species","Gammaproteobacteria",1236,"class"
561501,NA,NA,"Buchnera aphidicola Tuc7 (Acyrthosiphon pisum)","genes",553,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
563178,NA,NA,"Buchnera aphidicola 5A (Acyrthosiphon pisum)","genes",555,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1749074,NA,NA,"Mycoplasma sp. (ex Biomphalaria glabrata)","genes",555,"Kegg","igc","usually","high",NA,"species","Mycoplasma",2093,"genus"
515618,NA,NA,"Candidatus Riesia pediculicola","genes",556,"Kegg","igc","usually","high",NA,"strain","Candidatus Riesia pediculicola",401619,"species"
1265350,NA,NA,"Buchnera aphidicola (Aphis glycines)","genes",562,"Kegg","igc","usually","high",NA,"forma specialis","Buchnera aphidicola",9,"species"
1267000,NA,NA,"Mycoplasma hominis ATCC 27545","genes",563,"Kegg","igc","usually","high",NA,"strain","Metamycoplasma hominis",2098,"species"
743971,NA,NA,"Mycoplasma flocculare","genes",563,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma flocculare",2128,"species"
1778262,NA,NA,"Candidatus Doolittlea endobia","genes",568,"Kegg","igc","usually","high",NA,"species","Candidatus Doolittlea",1906657,"genus"
1005090,NA,NA,"Buchnera aphidicola Ak (Acyrthosiphon kondoi)","genes",569,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
38504,NA,NA,"Ureaplasma parvum serovar 3 SV3F4","genes",571,"Kegg","igc","usually","high",NA,"no rank","Ureaplasma parvum",134821,"species"
29556,NA,NA,"Mycoplasma gallinaceum","genes",571,"Kegg","igc","usually","high",NA,"species","Mycoplasmopsis",2767358,"genus"
1009858,NA,NA,"Buchnera aphidicola G002 (Myzus persicae)","genes",572,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1318617,NA,NA,"Candidatus Mycoplasma girerdii","genes",572,"Kegg","igc","usually","high",NA,"species","Malacoplasma",2791001,"genus"
713602,NA,NA,"Buchnera aphidicola TLW03 (Acyrthosiphon pisum)","genes",573,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1009859,NA,NA,"Buchnera aphidicola F009 (Myzus persicae)","genes",573,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1009857,NA,NA,"Buchnera aphidicola W106 (Myzus persicae)","genes",573,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
107806,NA,NA,"Buchnera aphidicola APS (Acyrthosiphon pisum)","genes",574,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1229512,NA,NA,"Blattabacterium sp. (Panesthia angustipennis spadica)","genes",575,"Kegg","igc","usually","high",NA,"strain","Blattabacterium cuenoti",1653831,"species"
1009856,NA,NA,"Buchnera aphidicola USDA (Myzus persicae)","genes",575,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1397850,NA,NA,"Mycoplasma californicum HAZ160_1","genes",575,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis californica",2113,"species"
134287,NA,NA,"Secondary endosymbiont of Heteropsylla cubana","genes",576,"Kegg","igc","usually","high",NA,"species","Enterobacteriaceae",543,"family"
713603,NA,NA,"Buchnera aphidicola LL01 (Acyrthosiphon pisum)","genes",577,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1186051,NA,NA,"Blattabacterium sp. (Blaberus giganteus)","genes",577,"Kegg","igc","usually","high",NA,"species","Blattabacterium",34098,"genus"
1072467,NA,NA,"Blattabacterium sp. (Blatta orientalis)","genes",579,"Kegg","igc","usually","high",NA,"strain","Blattabacterium sp. (Blatta orientalis)",367806,"species"
743966,NA,NA,"Mycoplasma bovoculi","genes",579,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma bovoculi",45362,"species"
1403316,NA,NA,"Mycoplasma parvum","genes",581,"Kegg","igc","usually","high",NA,"strain","Mycoplasma parvum",984991,"species"
600809,NA,NA,"Blattabacterium BPLAN (Periplaneta americana)","genes",582,"Kegg","igc","usually","high",NA,"strain","Blattabacterium sp. (Periplaneta americana)",367488,"species"
1427984,NA,NA,"Candidatus Hepatoplasma crinochetorum","genes",582,"Kegg","igc","usually","high",NA,"strain","Candidatus Hepatoplasma crinochetorum",295596,"species"
203907,NA,NA,"Candidatus Blochmannia floridanus (Camponotus floridanus)","genes",583,"Kegg","igc","usually","high",NA,"species","Candidatus Blochmannia",203804,"genus"
1505597,NA,NA,"Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757","genes",584,"Kegg","igc","usually","high",NA,"species","Candidatus Blochmannia",203804,"genus"
1316444,NA,NA,"Blattabacterium sp. (Nauphoeta cinerea)","genes",586,"Kegg","igc","usually","high",NA,"species","Blattabacterium",34098,"genus"
859654,NA,NA,"Candidatus Blochmannia vafer (Camponotus vafer)","genes",587,"Kegg","igc","usually","high",NA,"strain","Candidatus Blochmannia vafer",251535,"species"
1577684,NA,NA,"Candidatus Nanopusillus acidilobi","genes",587,"Kegg","igc","usually","high",NA,"species","Candidatus Nanopusillus",1890407,"genus"
1505596,NA,NA,"Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675","genes",589,"Kegg","igc","usually","high",NA,"species","Candidatus Blochmannia",203804,"genus"
331104,NA,NA,"Blattabacterium Bge (Blattella germanica)","genes",590,"Kegg","igc","usually","high",NA,"strain","Blattabacterium sp. (Blattella germanica)",624186,"species"
713601,NA,NA,"Buchnera aphidicola JF99 (Acyrthosiphon pisum)","genes",590,"Kegg","igc","usually","high",NA,"strain","Buchnera aphidicola",9,"species"
1620412,NA,NA,"Candidate division Kazan bacterium GW2011_GWA1_50_15","genes",591,"Kegg","igc","usually","high",NA,"species","Bacteria",2,"superkingdom"
374463,NA,NA,"Baumannia cicadellinicola Hc (Homalodisca coagulata)","genes",595,"Kegg","igc","usually","high",NA,"strain","Candidatus Baumannia cicadellinicola",186490,"species"
505682,NA,NA,"Ureaplasma parvum serovar 3 ATCC 27815","genes",609,"Kegg","igc","usually","high",NA,"strain","Ureaplasma parvum",134821,"species"
1240471,NA,NA,"Candidatus Blochmannia chromaiodes (Camponotus chromaiodes)","genes",609,"Kegg","igc","usually","high",NA,"strain","Candidatus Blochmannia chromaiodes",251542,"species"
291272,NA,NA,"Candidatus Blochmannia pennsylvanicus (Camponotus pennsylvanicus)","genes",610,"Kegg","igc","usually","high",NA,"strain","Candidatus Blochmannia pennsylvanicus",101534,"species"
1898108,NA,NA,"Bacterium AB1","genes",610,"Kegg","igc","usually","high",NA,"species","Bacteria",2,"superkingdom"
273119,NA,NA,"Ureaplasma parvum serovar 3 ATCC 700970","genes",611,"Kegg","igc","usually","high",NA,"strain","Ureaplasma parvum",134821,"species"
36870,NA,NA,"Wigglesworthia glossinidia brevipalpis (Glossina brevipalpis)","genes",611,"Kegg","igc","usually","high",NA,"forma specialis","Wigglesworthia glossinidia",51229,"species"
2113,NA,NA,"Mycoplasma californicum ST-6","genes",611,"Kegg","igc","usually","high",NA,"species","Mycoplasmopsis",2767358,"genus"
1410383,NA,NA,"Candidatus Tachikawaea gelatinosa","genes",614,"Kegg","igc","usually","high",NA,"species","Candidatus Tachikawaea",1682492,"genus"
1142511,NA,NA,"Wigglesworthia glossinidia morsitans (Glossina morsitans)","genes",618,"Kegg","igc","usually","high",NA,"forma specialis","Wigglesworthia glossinidia",51229,"species"
476281,NA,NA,"Candidatus Ishikawaella capsulata","genes",623,"Kegg","igc","usually","high",NA,"strain","Candidatus Ishikawaella capsulata",168169,"species"
634113,NA,NA,"Arsenophonus symbiont of Lipoptena fortisetosa","genes",625,"Kegg","igc","usually","high",NA,"species","Arsenophonus",637,"genus"
722438,NA,NA,"Mycoplasma pneumoniae FH","genes",629,"Kegg","igc","usually","high",NA,"strain","Mycoplasma pneumoniae",2104,"species"
243272,NA,NA,"Mycoplasma arthritidis","genes",631,"Kegg","igc","usually","high",NA,"strain","Metamycoplasma arthritidis",2111,"species"
267748,NA,NA,"Mycoplasma mobile","genes",635,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma mobile",2118,"species"
1117644,NA,NA,"Mycoplasma canis PG 14","genes",639,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis canis",29555,"species"
565575,NA,NA,"Ureaplasma urealyticum","genes",646,"Kegg","igc","usually","high",NA,"strain","Ureaplasma urealyticum",2130,"species"
1129369,NA,NA,"Mycoplasma hyorhinis GDL-1","genes",647,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyorhinis",2100,"species"
100901,NA,NA,"Wolbachia wOo (Onchocerca ochengi)","genes",647,"Kegg","igc","usually","high",NA,"species","Wolbachia",953,"genus"
743965,NA,NA,"Mycoplasma putrefaciens KS1","genes",650,"Kegg","igc","usually","high",NA,"strain","Mycoplasma putrefaciens",2123,"species"
1197325,NA,NA,"Mycoplasma wenyonii","genes",652,"Kegg","igc","usually","high",NA,"strain","Mycoplasma wenyonii",65123,"species"
872331,NA,NA,"Mycoplasma hyorhinis HUB-1","genes",658,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyorhinis",2100,"species"
1267001,NA,NA,"Mycoplasma synoviae ATCC 25204","genes",664,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis synoviae",2109,"species"
1292033,NA,NA,"Mycoplasma putrefaciens Mput9231","genes",667,"Kegg","igc","usually","high",NA,"strain","Mycoplasma putrefaciens",2123,"species"
40480,NA,NA,"Mycoplasma capricolum subsp. capripneumoniae 9231-Abomsa","genes",670,"Kegg","igc","usually","high",NA,"subspecies","Mycoplasma capricolum",2095,"species"
568817,NA,NA,"Serratia symbiotica","genes",672,"Kegg","igc","usually","high",NA,"strain","Serratia symbiotica",138074,"species"
262719,NA,NA,"Mycoplasma hyopneumoniae J","genes",674,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species"
754503,NA,NA,"Mycoplasma hyopneumoniae 7422","genes",677,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species"
265311,NA,NA,"Mesoplasma florum L1","genes",680,"Kegg","igc","usually","high",NA,"strain","Mesoplasma florum",2151,"species"
29555,NA,NA,"Mycoplasma canis LV","genes",680,"Kegg","igc","usually","high",NA,"species","Mycoplasmopsis",2767358,"genus"
262723,NA,NA,"Mycoplasma synoviae 53","genes",681,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis synoviae",2109,"species"
1116211,NA,NA,"Mycoplasma hyopneumoniae 168-L","genes",683,"Kegg","igc","usually","high",NA,"no rank","Mycoplasma hyopneumoniae 168",907287,"strain"
59748,NA,NA,"Candidatus Phytoplasma australiense","genes",684,"Kegg","igc","usually","high",NA,"species","Candidatus Phytoplasma",33926,"genus"
512564,NA,NA,"Mycoplasma crocodyli","genes",689,"Kegg","igc","usually","high",NA,"strain","Mycoplasma crocodyli",50052,"species"
186490,NA,NA,"Candidatus Baumannia cicadellinicola BGSS","genes",689,"Kegg","igc","usually","high",NA,"species","Gammaproteobacteria",1236,"class"
272634,NA,NA,"Mycoplasma pneumoniae M129","genes",690,"Kegg","igc","usually","high",NA,"strain","Mycoplasma pneumoniae",2104,"species"
295358,NA,NA,"Mycoplasma hyopneumoniae 232","genes",691,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species"
1476577,NA,NA,"Candidatus Saccharibacteria oral","genes",692,"Kegg","igc","usually","high",NA,NA,NA,NA,NA
322098,NA,NA,"Aster yellows witches'-broom phytoplasma AYWB","genes",693,"Kegg","igc","usually","high",NA,"strain","Aster yellows witches'-broom phytoplasma",229545,"species"
1208920,NA,NA,"Candidatus Kinetoplastibacterium oncopeltii","genes",694,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium oncopeltii",994696,"species"
907287,NA,NA,"Mycoplasma hyopneumoniae 168","genes",695,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species"
572263,NA,NA,"Mycoplasma conjunctivae","genes",696,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma conjunctivae",45361,"species"
262722,NA,NA,"Mycoplasma hyopneumoniae 7448","genes",698,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyopneumoniae",2099,"species"
1112856,NA,NA,"Mycoplasma pneumoniae 309","genes",707,"Kegg","igc","usually","high",NA,"strain","Mycoplasma pneumoniae",2104,"species"
1238993,NA,NA,"Mycoplasma pneumoniae M129-B7","genes",707,"Kegg","igc","usually","high",NA,"strain","Mycoplasma pneumoniae",2104,"species"
1208923,NA,NA,"Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)","genes",715,"Kegg","igc","usually","high",NA,"forma specialis","Candidatus Kinetoplastibacterium blastocrithidii",233181,"species"
86660,NA,NA,"Mycoplasma dispar","genes",718,"Kegg","igc","usually","high",NA,"species","Mesomycoplasma",2923352,"genus"
216427,NA,NA,"Mesoplasma chauliocola","genes",718,"Kegg","igc","usually","high",NA,"species","Mesoplasma",46239,"genus"
1208922,NA,NA,"Candidatus Kinetoplastibacterium blastocrithidii TCC012E","genes",724,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium blastocrithidii",233181,"species"
1208921,NA,NA,"Candidatus Kinetoplastibacterium galatii","genes",727,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium galatii",994695,"species"
1208918,NA,NA,"Candidatus Kinetoplastibacterium crithidii TCC036E","genes",728,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium crithidii",33056,"species"
743967,NA,NA,"Mycoplasma yeatsii","genes",728,"Kegg","igc","usually","high",NA,"strain","Mycoplasma yeatsii",51365,"species"
1406864,NA,NA,"Mesoplasma florum W37","genes",733,"Kegg","igc","usually","high",NA,"strain","Mesoplasma florum",2151,"species"
1267577,NA,NA,"Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)","genes",734,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium crithidii",33056,"species"
634997,NA,NA,"Mycoplasma hyorhinis DBS 1050","genes",737,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyorhinis",2100,"species"
1159204,NA,NA,"Mycoplasma gallisepticum NC08_2008.031-4-3P","genes",739,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
1618633,NA,NA,"Candidatus Campbellbacteria bacterium GW2011_OD1_34_28","genes",739,"Kegg","igc","usually","high",NA,"species","Candidatus Campbellbacteria",1752727,"phylum"
1408204,NA,NA,"Candidatus Endomicrobium trichonymphae","genes",740,"Kegg","igc","usually","high",NA,"species","Endomicrobium",1408194,"genus"
1208919,NA,NA,"Candidatus Kinetoplastibacterium desouzaii","genes",742,"Kegg","igc","usually","high",NA,"strain","Candidatus Kinetoplastibacterium desouzaii",994692,"species"
1159202,NA,NA,"Mycoplasma gallisepticum NC06_2006.080-5-2P","genes",744,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
1159201,NA,NA,"Mycoplasma gallisepticum WI01_2001.043-13-2P","genes",746,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
347257,NA,NA,"Mycoplasma agalactiae PG2","genes",751,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis agalactiae",2110,"species"
262768,NA,NA,"Onion yellows phytoplasma OY-M","genes",752,"Kegg","igc","usually","high",NA,"strain","Onion yellows phytoplasma",100379,"species"
1118964,NA,NA,"Mycoplasma hyorhinis SK76","genes",753,"Kegg","igc","usually","high",NA,"strain","Mesomycoplasma hyorhinis",2100,"species"
1159198,NA,NA,"Mycoplasma gallisepticum NC95_13295-2-2P","genes",754,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
708616,NA,NA,"Mycoplasma gallisepticum F","genes",756,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
1159200,NA,NA,"Mycoplasma gallisepticum NY01_2001.047-5-1P","genes",760,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
767465,NA,NA,"Mycoplasma bovis HB0801","genes",762,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis bovis",28903,"species"
710127,NA,NA,"Mycoplasma gallisepticum R(low)","genes",763,"Kegg","igc","usually","high",NA,"no rank","Mycoplasma gallisepticum str. R",233150,"strain"
1159203,NA,NA,"Mycoplasma gallisepticum CA06_2006.052-5-2P","genes",763,"Kegg","igc","usually","high",NA,"strain","Mycoplasma gallisepticum",2096,"species"
48003,NA,NA,"Mycoplasma pullorum","genes",763,"Kegg","igc","usually","high",NA,"species","Mycoplasmopsis",2767358,"genus"
289397,NA,NA,"Mycoplasma bovis PG45","genes",765,"Kegg","igc","usually","high",NA,"strain","Mycoplasmopsis bovis",28903,"species"
